ontology,semantic_block_id,semantic_block_name,root_node,semantic_cluster_id,n_terms,representative_go_ids,representative_terms,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms,preblock_method,preblock_go_id
BP,BP_GO_1902531,regulation of intracellular signal transduction,biological_process,BP_GO_1902531_3,2,GO:0032489; GO:0035023,regulation of Cdc42 protein signal transduction; regulation of Rho protein signal transduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,16,go_ancestor_prepartition,GO:1902531
BP,BP_GO_1902531,regulation of intracellular signal transduction,biological_process,BP_GO_1902531_4,1,GO:0046328,regulation of JNK cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,16,go_ancestor_prepartition,GO:1902531
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_1,8,GO:0032007; GO:0035331; GO:0043124; GO:0051898; GO:1901223; GO:1901797; GO:1902532; GO:1904262,negative regulation of TOR signaling; negative regulation of hippo signaling; negative regulation of I-kappaB kinase/NF-kappaB signaling; negative regulation of protein kinase B signaling; negative regulation of NIK/NF-kappaB signaling; negative regulation of signal transduction by p53 class mediator; negative regulation of intracellular signal transduction; negative regulation of TORC1 signaling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_2,4,GO:0035021; GO:0035024; GO:0046580; GO:0051058,negative regulation of Rac protein signal transduction; negative regulation of Rho protein signal transduction; negative regulation of Ras protein signal transduction; negative regulation of small GTPase mediated signal transduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_3,2,GO:0043409; GO:0070373,negative regulation of MAPK cascade; negative regulation of ERK1 and ERK2 cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_4,2,GO:0046329; GO:1903753,negative regulation of JNK cascade; negative regulation of p38MAPK cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_5,2,GO:0050849; GO:0070885,negative regulation of calcium-mediated signaling; negative regulation of calcineurin-NFAT signaling cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,biological_process,BP_GO_1902532_6,1,GO:0060392,negative regulation of SMAD protein signal transduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902532,negative regulation of intracellular signal transduction,BP_UNSPECIFIED,BP_GO_1902532_unmapped_1,1,GO:0141162,GO:0141162,singleton_not_in_semdata,0.7,20,go_ancestor_prepartition,GO:1902532
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_1,9,GO:0032008; GO:0035332; GO:0043123; GO:0051897; GO:1901224; GO:1901798; GO:1902533; GO:1904263; GO:1904515,positive regulation of TOR signaling; positive regulation of hippo signaling; positive regulation of I-kappaB kinase/NF-kappaB signaling; positive regulation of protein kinase B signaling; positive regulation of NIK/NF-kappaB signaling; positive regulation of signal transduction by p53 class mediator; positive regulation of intracellular signal transduction; positive regulation of TORC1 signaling; positive regulation of TORC2 signaling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_2,4,GO:0035022; GO:0035025; GO:0046579; GO:0051057,positive regulation of Rac protein signal transduction; positive regulation of Rho protein signal transduction; positive regulation of Ras protein signal transduction; positive regulation of small GTPase mediated signal transduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_3,2,GO:0043410; GO:0070374,positive regulation of MAPK cascade; positive regulation of ERK1 and ERK2 cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_4,2,GO:0046330; GO:1900745,positive regulation of JNK cascade; positive regulation of p38MAPK cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_5,2,GO:0050850; GO:0070886,positive regulation of calcium-mediated signaling; positive regulation of calcineurin-NFAT signaling cascade,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,biological_process,BP_GO_1902533_6,1,GO:0060391,positive regulation of SMAD protein signal transduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1902533,positive regulation of intracellular signal transduction,BP_UNSPECIFIED,BP_GO_1902533_unmapped_1,1,GO:0141163,GO:0141163,singleton_not_in_semdata,0.7,21,go_ancestor_prepartition,GO:1902533
BP,BP_GO_1903037,regulation of leukocyte cell-cell adhesion,biological_process,BP_GO_1903037_1,3,GO:0042130; GO:0046007; GO:0050868,negative regulation of T cell proliferation; negative regulation of activated T cell proliferation; negative regulation of T cell activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:1903037
BP,BP_GO_1903037,regulation of leukocyte cell-cell adhesion,biological_process,BP_GO_1903037_2,2,GO:1903037; GO:1903038,regulation of leukocyte cell-cell adhesion; negative regulation of leukocyte cell-cell adhesion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:1903037
BP,BP_GO_1903047,mitotic cell cycle process,biological_process,BP_GO_1903047_1,1,GO:0000281,mitotic cytokinesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:1903047
BP,BP_GO_1903047,mitotic cell cycle process,biological_process,BP_GO_1903047_2,1,GO:0007052,mitotic spindle organization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:1903047
BP,BP_GO_1903047,mitotic cell cycle process,biological_process,BP_GO_1903047_3,1,GO:0061952,midbody abscission,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:1903047
BP,BP_GO_1903047,mitotic cell cycle process,biological_process,BP_GO_1903047_4,1,GO:1902975,mitotic DNA replication initiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:1903047
BP,BP_GO_1903131,mononuclear cell differentiation,biological_process,BP_GO_1903131_singleton_1,1,GO:0097028,dendritic cell differentiation,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:1903131
BP,BP_GO_1903311,regulation of mRNA metabolic process,biological_process,BP_GO_1903311_1,4,GO:0000381; GO:0048024; GO:0048025; GO:0048026,"regulation of alternative mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome; negative regulation of mRNA splicing, via spliceosome; positive regulation of mRNA splicing, via spliceosome",GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:1903311
BP,BP_GO_1903311,regulation of mRNA metabolic process,biological_process,BP_GO_1903311_2,4,GO:0031440; GO:0031442; GO:0050684; GO:1903311,regulation of mRNA 3'-end processing; positive regulation of mRNA 3'-end processing; regulation of mRNA processing; regulation of mRNA metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:1903311
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_1,6,GO:0002026; GO:0002027; GO:0008016; GO:0010460; GO:0045823; GO:0098735,regulation of the force of heart contraction; regulation of heart rate; regulation of heart contraction; positive regulation of heart rate; positive regulation of heart contraction; positive regulation of the force of heart contraction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_10,1,GO:0086073,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_2,1,GO:0010459,negative regulation of heart rate,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_3,3,GO:0010882; GO:0055117; GO:0060452,regulation of cardiac muscle contraction by calcium ion signaling; regulation of cardiac muscle contraction; positive regulation of cardiac muscle contraction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_4,3,GO:0019229; GO:0045906; GO:0045907,regulation of vasoconstriction; negative regulation of vasoconstriction; positive regulation of vasoconstriction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_5,3,GO:0061337; GO:0086091; GO:1903779,cardiac conduction; regulation of heart rate by cardiac conduction; regulation of cardiac conduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_6,3,GO:0086004; GO:0098909; GO:0098911,regulation of cardiac muscle cell contraction; regulation of cardiac muscle cell action potential involved in regulation of contraction; regulation of ventricular cardiac muscle cell action potential,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_7,3,GO:0086014; GO:0098912; GO:0098914,atrial cardiac muscle cell action potential; membrane depolarization during atrial cardiac muscle cell action potential; membrane repolarization during atrial cardiac muscle cell action potential,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_8,1,GO:0086045,membrane depolarization during AV node cell action potential,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903522,regulation of blood circulation,biological_process,BP_GO_1903522_9,2,GO:0086064; GO:1901844,cell communication by electrical coupling involved in cardiac conduction; regulation of cell communication by electrical coupling involved in cardiac conduction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,26,go_ancestor_prepartition,GO:1903522
BP,BP_GO_1903530,regulation of secretion by cell,biological_process,BP_GO_1903530_1,1,GO:0014049,positive regulation of glutamate secretion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:1903530
BP,BP_GO_1903530,regulation of secretion by cell,biological_process,BP_GO_1903530_2,5,GO:0017157; GO:0017158; GO:0045921; GO:0045956; GO:1903530,regulation of exocytosis; regulation of calcium ion-dependent exocytosis; positive regulation of exocytosis; positive regulation of calcium ion-dependent exocytosis; regulation of secretion by cell,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:1903530
BP,BP_GO_1903530,regulation of secretion by cell,biological_process,BP_GO_1903530_3,2,GO:0050708; GO:0050714,regulation of protein secretion; positive regulation of protein secretion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:1903530
BP,BP_GO_1903706,regulation of hemopoiesis,biological_process,BP_GO_1903706_singleton_1,1,GO:1903706,regulation of hemopoiesis,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:1903706
BP,BP_GO_2000026,regulation of multicellular organismal development,biological_process,BP_GO_2000026_1,1,GO:0030500,regulation of bone mineralization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:2000026
BP,BP_GO_2000026,regulation of multicellular organismal development,biological_process,BP_GO_2000026_2,1,GO:0031641,regulation of myelination,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:2000026
BP,BP_GO_2000026,regulation of multicellular organismal development,biological_process,BP_GO_2000026_3,1,GO:0032330,regulation of chondrocyte differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:2000026
BP,BP_GO_2000026,regulation of multicellular organismal development,biological_process,BP_GO_2000026_4,1,GO:2000026,regulation of multicellular organismal development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:2000026
BP,BP_GO_2000145,regulation of cell motility,biological_process,BP_GO_2000145_1,2,GO:2000145; GO:2000146,regulation of cell motility; negative regulation of cell motility,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:2000145
BP,BP_GO_2000147,positive regulation of cell motility,biological_process,BP_GO_2000147_1,1,GO:1902093,positive regulation of flagellated sperm motility,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:2000147
BP,BP_GO_2000147,positive regulation of cell motility,biological_process,BP_GO_2000147_2,1,GO:2000147,positive regulation of cell motility,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:2000147
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_1,1,GO:0001503,ossification,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_10,2,GO:0006790; GO:0051923,sulfur compound metabolic process; sulfation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_11,3,GO:0006801; GO:0042554; GO:0072593,superoxide metabolic process; superoxide anion generation; reactive oxygen species metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_12,2,GO:0007163; GO:0030010,establishment or maintenance of cell polarity; establishment of cell polarity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_13,1,GO:0007585,respiratory gaseous exchange by respiratory system,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_14,1,GO:0007586,digestion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_15,2,GO:0007623; GO:0048511,circadian rhythm; rhythmic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_16,1,GO:0008037,cell recognition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_17,1,GO:0008150,biological_process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_18,1,GO:0009308,amine metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_19,1,GO:0009404,toxin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_2,2,GO:0001974; GO:0048771,blood vessel remodeling; tissue remodeling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_20,1,GO:0009437,carnitine metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_21,1,GO:0009804,coumarin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_22,2,GO:0014823; GO:0014850,response to activity; response to muscle activity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_23,2,GO:0016032; GO:0019079,viral process; viral genome replication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_24,3,GO:0019068; GO:0039702; GO:0046755,virion assembly; viral budding via host ESCRT complex; viral budding,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_25,1,GO:0019082,viral protein processing,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_26,3,GO:0019827; GO:0035019; GO:0097150,stem cell population maintenance; somatic stem cell population maintenance; neuronal stem cell population maintenance,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_27,1,GO:0019915,lipid storage,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_28,1,GO:0022614,membrane to membrane docking,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_29,1,GO:0030011,maintenance of cell polarity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_3,1,GO:0003360,brainstem development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_30,1,GO:0031667,response to nutrient levels,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_31,1,GO:0031669,cellular response to nutrient levels,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_32,1,GO:0032259,methylation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_33,1,GO:0032502,developmental process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_34,1,GO:0032963,collagen metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_35,1,GO:0033353,S-adenosylmethionine cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_36,1,GO:0034337,RNA folding,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_37,3,GO:0034381; GO:0034383; GO:0034384,plasma lipoprotein particle clearance; low-density lipoprotein particle clearance; high-density lipoprotein particle clearance,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_38,1,GO:0034382,chylomicron remnant clearance,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_39,1,GO:0042428,serotonin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_4,1,GO:0006081,cellular aldehyde metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_40,1,GO:0042633,hair cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_41,2,GO:0042752; GO:0042753,regulation of circadian rhythm; positive regulation of circadian rhythm,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_42,1,GO:0043335,protein unfolding,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_43,1,GO:0043473,pigmentation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_44,1,GO:0045070,positive regulation of viral genome replication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_45,2,GO:0045197; GO:0045199,establishment or maintenance of epithelial cell apical/basal polarity; maintenance of epithelial cell apical/basal polarity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_46,1,GO:0045730,respiratory burst,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_47,1,GO:0046209,nitric oxide metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_48,1,GO:0046222,aflatoxin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_49,1,GO:0046653,tetrahydrofolate metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_5,3,GO:0006518; GO:0006749; GO:0050435,peptide metabolic process; glutathione metabolic process; amyloid-beta metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_50,1,GO:0046849,bone remodeling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_51,2,GO:0048066; GO:0048069,developmental pigmentation; eye pigmentation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_52,1,GO:0048103,somatic stem cell division,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_53,1,GO:0051301,cell division,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_54,2,GO:0051302; GO:2000035,regulation of cell division; regulation of stem cell division,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_55,1,GO:0051775,response to redox state,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_56,2,GO:0060021; GO:0062009,roof of mouth development; secondary palate development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_57,1,GO:0060322,head development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_58,1,GO:0070989,oxidative demethylation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_59,1,GO:0071402,cellular response to lipoprotein particle stimulus,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_6,1,GO:0006520,cellular amino acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_60,2,GO:0075522; GO:0075523,IRES-dependent viral translational initiation; viral translational frameshifting,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_61,1,GO:0097242,amyloid-beta clearance,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_62,1,GO:0120254,olefinic compound metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_63,1,GO:1903659,regulation of complement-dependent cytotoxicity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_64,1,GO:1904888,cranial skeletal system development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_65,1,GO:2000114,regulation of establishment of cell polarity,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_7,2,GO:0006584; GO:0042417,catecholamine metabolic process; dopamine metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_8,1,GO:0006595,polyamine metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
BP,BP_biological_process,biological_process,biological_process,BP_biological_process_9,2,GO:0006778; GO:0009235,porphyrin-containing compound metabolic process; cobalamin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,89,root_node_fallback_no_usable_ancestor,NA
MF,MF_GO_0003676,nucleic acid binding,molecular_function,MF_GO_0003676_singleton_1,1,GO:0003676,nucleic acid binding,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0003676
